id_standar,nama_data,konsep_kode,definisi,klasifikasi_penyajian,klasifikasi_isian,is_klasifikasi,ukuran,satuan
11110003,"Persentase Penduduk Berumur 15—24 Tahun yang Sedang Tidak Sekolah, Bekerja, atau Mengikuti Pelatihan (NEET)","K01476 Penduduk|
K01976 Sekolah|
K00237 Bekerja|
K01354 Pelatihan|","Bagian dari populasi penduduk berumur 15—24 tahun yang sedang tidak sekolah, bekerja, atau mengikuti pelatihan.","32010026 Wilayah|
32020020 Klasifikasi Wilayah|
33220007 Jenis Kelamin|
10320055 Tingkat Pendidikan|
10620071 Status Disabilitas|",-,0,Persentase,persen
21010012,Nilai Kontribusi dalam Forum dan Organisasi Internasional,K01264 Organisasi Internasional|,Nilai kontribusi atau beban pengeluaran keuangan untuk pembayaran keanggotaan Indonesia dalam forum dan organisasi internasional.,32010026 Wilayah|,-,0,Nilai,miliar rupiah
21010013,Nilai Pendanaan Kegiatan Kerja Sama Pembangunan Internasional,"K00103 Anggaran|
K01264 Organisasi Internasional|","Nilai dana yang disediakan (dalam rupiah) sebagai bentuk kontribusi Indonesia dalam kegiatan kerja sama pembangunan internasional, termasuk Kerja Sama Selatan-Selatan dan Triangular (KSST).",32010026 Wilayah|,-,0,Nilai,rupiah
22010001,Distribusi Persentase Produk Domestik Bruto (PDB) Atas Dasar Harga Berlaku (ADHB),K01775 Produk Domestik Bruto (PDB)|,Besarnya peranan masing-masing lapangan usaha atau komponen dalam perekonomian nasional.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Persentase,persen
22010002,Indeks Harga Implisit Produk Domestik Bruto (PDB),K01775 Produk Domestik Bruto (PDB)|,Perbandingan antara PDB atas dasar harga berlaku dengan PDB atas dasar harga konstan.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Indeks,-
22010003,Indeks Harga Implisit Produk Domestik Regional Bruto (PDRB),K01776 Produk Domestik Regional Bruto (PDRB)|,Perbandingan antara PDRB atas dasar harga berlaku dengan PDRB atas dasar harga konstan.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Indeks,-
22010007,Laju Pertumbuhan Produk Domestik Bruto (PDB) Atas Dasar Harga Konstan (ADHK),"K01775 Produk Domestik Bruto (PDB)|
K01710 Pertumbuhan Ekonomi|",Perkembangan nilai tambah barang dan jasa pada tahun tertentu terhadap nilai tahun sebelumnya yang dihitung berdasarkan produk domestik bruto atas dasar harga konstan.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Tingkat,persen
22010008,Laju Pertumbuhan Produk Domestik Bruto (PDB) Industri Manufaktur,"K01775 Produk Domestik Bruto (PDB)|
K00595 Industri Manufaktur|",Pertumbuhan nilai PDB industri manufaktur pada periode waktu tertentu dibandingkan periode waktu sebelumnya.,32010026 Wilayah|,-,0,Tingkat,persen
22010009,Laju Pertumbuhan Produk Domestik Bruto (PDB) per Kapita,"K01775 Produk Domestik Bruto (PDB)|
K01476 Penduduk|",Pertumbuhan PDB per kapita pada periode tertentu dibandingkan periode sebelumnya.,32010026 Wilayah|,-,0,Tingkat,persen
22010010,Laju Pertumbuhan Produk Domestik Bruto (PDB) per Tenaga Kerja,"K01775 Produk Domestik Bruto (PDB)|
K02159 Tenaga Kerja|",Rata-rata laju pertumbuhan PDB per tenaga kerja dalam periode waktu tertentu.,32010026 Wilayah|,-,0,Tingkat,persen
22010011,Laju Pertumbuhan Produk Domestik Regional Bruto (PDRB) Atas Dasar Harga Konstan (ADHK),"K01776 Produk Domestik Regional Bruto (PDRB)|
K01710 Pertumbuhan Ekonomi|",Suatu indikator ekonomi makro yang digunakan untuk melihat perubahan produktivitas berdasarkan perkembangan volume produksi barang dan jasa yang diukur menggunakan produk domestik regional bruto (PDRB) atas dasar harga konstan.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Tingkat,persen
22010012,Nilai Tambah Bruto (NTB),K01228 Nilai Tambah|,Besarnya pendapatan bersih yang dihitung dari selisih antara pendapatan bruto dan pengeluaran untuk produksi (konsumsi antara).,32010026 Wilayah|,-,0,Nilai,rupiah
22010023,Nilai Transaksi Atas Dasar Harga Dasar,"K02220 Transaksi|
K00500 Harga Dasar|","Nilai transaksi barang dan jasa, baik yang berasal dari produksi dalam negeri (output domestik) maupun yang dimpor, yang dinilai berdasarkan harga dari produsen barang dan jasa yang bersangkutan tanpa margin perdagangan dan biaya pengangkutan serta pajak dikurangi subsidi atas produk.",32010026 Wilayah|,-,0,Nilai,rupiah
22010024,Nilai Transaksi Atas Dasar Harga Pembeli,K00501 Harga Konsumen/Harga Eceran|,"Nilai transaksi barang dan jasa, baik yang berasal dari produksi dalam negeri (output domestik) maupun yang diimpor, yang dinilai atas dasar harga yang dibayar oleh pembeli yang mencakup juga margin perdagangan dan biaya pengangkutan serta pajak dikurangi subsidi atas produk.",32010026 Wilayah|,-,0,Nilai,rupiah
22010022,Nilai Transaksi Domestik Atas Dasar Harga Dasar,"K02220 Transaksi|
K00500 Harga Dasar|",Nilai transaksi atas barang dan jasa yang dihasilkan oleh sektor produksi di dalam negeri saja dan dinilai berdasarkan harga dari produsen barang dan jasa yang bersangkutan tanpa margin perdagangan dan biaya pengangkutan serta pajak dikurangi subsidi atas produk.,32010026 Wilayah|,-,0,Nilai,rupiah
22010025,Persentase Biaya Logistik Nasional terhadap Produk Domestik Bruto (PDB),"K01115 Logistik|
K01775 Produk Domestik Bruto (PDB)|",Angka yang menggambarkan kinerja logistik secara makro yang dilihat berdasarkan kontribusi biaya logistik terhadap produk domestik bruto (PDB).,32010026 Wilayah|,-,0,Persentase,persen
22010013,Persentase Nilai Tambah Sektor Industri Manufaktur Terhadap Produk Domestik Bruto (PDB),"K01228 Nilai Tambah|
K00595 Industri Manufaktur|
K01775 Produk Domestik Bruto (PDB)|",Besarnya kontribusi nilai tambah sektor industri manufaktur terhadap produk domestik bruto (PDB) yang dihitung atas dasar harga konstan.,32010026 Wilayah|,-,0,Persentase,persen
22010014,Produk Domestik Bruto (PDB) Atas Dasar Harga Berlaku (ADHB),K01775 Produk Domestik Bruto (PDB)|,Jumlah nilai tambah barang dan jasa yang dihitung dengan menggunakan harga yang berlaku pada satu tahun tertentu sebagai dasar.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Nilai,miliar rupiah
22010015,Produk Domestik Bruto (PDB) Atas Dasar Harga Konstan (ADHK),K01775 Produk Domestik Bruto (PDB)|,Jumlah nilai tambah barang dan jasa yang dihitung dengan menggunakan harga yang berlaku pada satu tahun tertentu sebagai dasar.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Nilai,miliar rupiah
22010016,Produk Domestik Bruto (PDB) per Kapita,K01775 Produk Domestik Bruto (PDB)|,Rata-rata nilai tambah ekonomi seluruh sektor yang dihasilkan oleh setiap penduduk.,32010026 Wilayah|,-,0,Rasio,ribu rupiah per kapita
22010019,Proporsi Total Pendapatan Pemerintah Pusat terhadap Produk Domestik Bruto (PDB),"K01460 Pendapatan Pemerintah|
K01775 Produk Domestik Bruto (PDB)|","Besarnya kontribusi pendapatan negara yang bersumber dari penerimaan perpajakan, penerimaan negara bukan pajak, dan penerimaan hibah, terhadap produk domestik bruto (PDB) atas dasar harga berlaku (ADHB).",32010026 Wilayah|,-,0,Persentase,persen
23010079,Indeks Sistem Merit,K02384 Sistem Merit|,"Angka yang menggambarkan tingkat penerapan kebijakan dan manajemen sumber daya manusia (SDM) yang berdasarkan pada kualifikasi, kompetensi, dan kinerja secara adil dan wajar tanpa membedakan latar belakang politik, ras, warna kulit, agama, asal usul, jenis kelamin, status pernikahan, umur, atau kondisi kecacatan.",32010026 Wilayah|,-,0,Indeks,-
23010082,Jumlah Badan Usaha Milik Desa (BUM Desa),K02342 Badan Usaha Milik Desa (BUM Desa)|,"Banyaknya badan usaha yang didirikan oleh desa atau sekelompok desa guna mengelola usaha, memanfaatkan akses, mengembangkan investasi dan produktivitas, menyediakan jasa pelayanan, dan/atau menyediakan jenis usaha lainnya untuk kesejahteraan masyarakat desa.",32010026 Wilayah|,-,0,Total,unit
23010083,Jumlah Badan Usaha Milik Negara (BUMN),K02343 Badan Usaha Milik Negara (BUMN)|,Banyaknya badan usaha yang seluruh atau sebagian besar modalnya dimiliki oleh negara melalui penyertaan secara langsung yang berasal dari kekayaan negara yang dipisahkan.,32010026 Wilayah|,-,0,Total,unit usaha
23010084,Jumlah Nilai Ekspor Produk Ekonomi Kreatif,"K00420 Ekspor|
K00417 Ekonomi Kreatif|","Nilai aktivitas perdagangan barang dan jasa produk ekonomi kreatif domestik yang dijual kepada pihak di luar negeri, transaksi ini terjadi antara pihak residen dengan nonresiden.","32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|",-,0,Nilai,dolar Amerika Serikat
23010085,Jumlah Nilai Investasi Ekonomi Kreatif,"K00622 Investasi|
K00417 Ekonomi Kreatif|",Nilai realisasi penanaman modal atau investasi proyek di sektor ekonomi kreatif.,"32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|",-,0,Nilai,dolar Amerika Serikat
23010086,Jumlah Nilai Tambah Ekonomi Kreatif,"K01228 Nilai Tambah|
K00417 Ekonomi Kreatif|",Selisih antara nilai produksi (output) dan biaya produksi dari suatu produk ekonomi kreatif.,"32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|",-,0,Nilai,rupiah
23010026,Jumlah Pasar,K01291 Pasar|,"Banyaknya lembaga ekonomi tempat bertemunya pembeli dan penjual, baik secara langsung maupun tidak langsung, untuk melakukan transaksi perdagangan.",32010026 Wilayah|,-,0,Total,unit
23010087,Jumlah Pekerja pada Sektor Ekonomi Kreatif,"K01306 Pekerja|
K00417 Ekonomi Kreatif|",Banyaknya orang yang bekerja di sektor ekonomi kreatif.,"32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|
33220007 Jenis Kelamin|
10320055 Tingkat Pendidikan|",-,0,Total,orang
23010088,Jumlah Pelaku Usaha yang Dibina dalam Penerapan Standar Nasional Indonesia (SNI),"K01337 Pelaku Usaha|
K02045 Standardisasi|
K02374 Penilaian Kesesuaian|
K02386 Standar Nasional Indonesia (SNI)|","Banyaknya orang perseorangan atau badan usaha yang melakukan usaha dan/atau kegiatan pada bidang tertentu yang mendapatkan konsultasi, pendidikan, pelatihan, atau pemasyarakatan terkait penerapan standar yang berlaku secara nasonal di Indonesia.",32010026 Wilayah|,-,0,Total,unit usaha
23010076,Jumlah Produksi,K01779 Produksi|,Banyaknya produk barang/jasa yang dihasilkan dalam rentang waktu tertentu oleh suatu usaha.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Total,unit
23010089,Jumlah Usaha Ekonomi Kreatif yang Terstandardisasi dan/atau Tersertifikasi,"K02261 Usaha|
K00417 Ekonomi Kreatif|",Banyaknya usaha di bidang ekonomi kreatif yang telah terstandardisasi dan/atau tersertifikasi.,"32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|",-,0,Total,usaha
23010090,Jumlah Usaha Sendiri/Bersama yang Dimiliki,K02261 Usaha|,"Banyaknya kegiatan yang bertujuan menghasilkan barang dan/atau jasa untuk memperoleh keuntungan, baik yang dilakukan oleh individu maupun kelompok yang berbadan hukum maupun tidak berbadan hukum.",32010026 Wilayah|,-,0,Total,unit usaha
23010059,Kapasitas Produksi,K01779 Produksi|,Banyaknya keluaran maksimum yang mampu dihasilkan oleh suatu usaha.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Total,unit
23010031,Lama Sewa Bangunan,"K02012 Sewa|
K00213 Bangunan|",Rentang waktu sebuah bangunan digunakan oleh seseorang dengan membayar sejumlah uang.,32010026 Wilayah|,-,0,Waktu,tahun
23010032,Luas Bangunan,K00213 Bangunan|,Luas dari sebuah bangunan yang ditandai dengan batas-batas yang jelas.,32010026 Wilayah|,-,0,Luas,meter persegi
23010025,Nilai Aset,K00159 Aset|,"Banyaknya semua kekayaan yang dipunyai oleh individu ataupun kelompok, baik berwujud maupun tidak berwujud, yang memiliki nilai akan manfaat bagi setiap orang atau perusahaan.","32010026 Wilayah|
23020007 Jenis Aset|",-,0,Nilai,rupiah
23010062,Nilai Bahan Baku,K00190 Bahan Baku|,"Nilai keseluruhan barang mentah, barang setengah jadi, atau barang jadi yang dapat diolah menjadi barang setengah jadi atau barang jadi yang mempunyai nilai ekonomi yang lebih tinggi.",32010026 Wilayah|,-,0,Nilai,rupiah
23010063,Nilai Bahan Penolong,K00195 Bahan Penolong|,Nilai keseluruhan bahan yang digunakan sebagai pelengkap dalam proses produksi untuk menghasilkan produk yang fungsinya sesuai dengan parameter yang diharapkan.,32010026 Wilayah|,-,0,Nilai,rupiah
23010064,Nilai Investasi,K00622 Investasi|,"Besarnya modal yang ditempatkan, baik berupa uang maupun aset berhaga lainnya, ke dalam suatu benda, lembaga, atau suatu pihak dengan harapan pemodal atau investor kelak akan mendapatkan keuntungan setelah kurun waktu tertentu.","32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Nilai,rupiah
23010061,Nilai Modal,K01197 Modal|,"Banyaknya harta benda, baik uang maupun barang, yang dapat dipergunakan untuk menghasilkan sesuatu yang menambah kekayaan dan sebagainya.",32010026 Wilayah|,-,0,Nilai,rupiah
23010039,Nilai Omzet,K01255 Omzet|,Nilai penjualan total usaha selama periode tertentu.,32010026 Wilayah|,-,0,Nilai,rupiah
23010091,Nilai Pembelian Barang,K01639 Perdagangan|,"Total nilai barang yang dibeli dari wilayah lain yang dihitung berdasarkan satuan, kuantitas, dan harga per unit.",32010026 Wilayah|,-,0,Nilai,rupiah
23010073,Nilai Pendapatan Usaha,K01465 Pendapatan Usaha|,"Seluruh penghasilan yang timbul dari pelaksanaan aktivitas normal entitas, mencakup penjualan, fee, bunga, dividen, royalti, dan sewa.",32010026 Wilayah|,-,0,Nilai,rupiah
23010040,Nilai Pengeluaran Logistik,"K01540 Pengeluaran Usaha|
K01115 Logistik|","Nilai pengeluaran suatu usaha terkait arus barang, informasi, dan uang yang dilakukan melalui pengadaan, penyimpanan, transportasi, distribusi, dan pelayanan pengantaran.",32010026 Wilayah|,-,0,Nilai,rupiah
23010075,Nilai Pengeluaran Sewa/Kontrak,"K01536 Pengeluaran|
K02012 Sewa|",Seluruh biaya yang dikeluarkan untuk pemakaian sesuatu dengan membayar uang.,32010026 Wilayah|,-,0,Nilai,rupiah
23010092,Nilai Pengeluaran Usaha,K01540 Pengeluaran Usaha|,Seluruh pengeluaran operasional dan nonoperasional yang digunakan dalam kegiatan usaha.,32010026 Wilayah|,-,0,Nilai,rupiah
23010093,Nilai Penjualan Barang,K01639 Perdagangan|,"Total nilai barang yang dijual ke wilayah lain yang dihitung berdasarkan satuan, kuantitas, dan harga per unit.",32010026 Wilayah|,-,0,Nilai,rupiah
23010068,Nilai Persediaan,K01700 Persediaan/Inventori|,"Nilai barang yang tersedia, baik bahan baku dan bahan penolong, bahan bakar, bahan pembungkus, barang produksi setengah jadi, maupun barang jadi yang ada di gudang/inventori yang tercatat.","32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Nilai,rupiah
23010041,Nilai Produksi,K01779 Produksi|,"Nilai dari produk barang atau jasa yang dihasilkan dalam rentang waktu tertentu, meliputi barang yang dijual, disimpan sebagai stok, dan digunakan sendiri.",32010026 Wilayah|,-,0,Nilai,rupiah
23010094,Persentase Keluarga yang Memiliki Usaha Kecil,"K00829 Keluarga|
K02269 Usaha Kecil|",Bagian dari populasi keluarga yang memiliki usaha berskala kecil.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
23010095,Persentase Keluarga yang Memiliki Usaha Menengah,"K00829 Keluarga|
K02273 Usaha Menengah|",Bagian dari populasi keluarga yang memiliki usaha berskala menengah.,"32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
23010096,Persentase Keluarga yang Memiliki Usaha Mikro,"K00829 Keluarga|
K02274 Usaha Mikro|","Bagian dari populasi keluarga, yang memiliki usaha berskala mikro.","32010026 Wilayah|
33120021 Status Kesejahteraan|",-,0,Persentase,persen
23010044,Persentase Kepemilikan Modal,K01197 Modal|,Besarnya peran kepemilikan modal menurut sumber modal terhadap modal total perusahaan.,"32010026 Wilayah|
23020050 Sumber Penanaman Modal|",-,0,Persentase,persen
23010057,Total Bahan Baku,K00190 Bahan Baku|,"Banyaknya barang mentah, barang setengah jadi, atau barang jadi yang dapat diolah menjadi barang setengah jadi atau barang jadi yang mempunyai nilai ekonomi yang lebih tinggi.","32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Total,unit
23010058,Total Bahan Penolong,K00195 Bahan Penolong|,Banyaknya bahan yang digunakan sebagai pelengkap dalam proses produksi untuk menghasilkan produk yang fungsinya sesuai dengan parameter yang diharapkan.,"32010026 Wilayah|
22020004 Jenis Lapangan Usaha|",-,0,Total,unit
23010098,Volume Air Bersih yang Disalurkan,K02340 Air Bersih|,Banyaknya air yang digunakan untuk keperluan sehari-hari yang kualitasnya memenuhi syarat kesehatan yang disalurkan.,32010026 Wilayah|,-,0,Volume,meter kubik
24110249,Indeks Ketahanan Pangan,K00914 Ketahanan Pangan|,Angka yang menggambarkan kondisi terpenuhinya pangan bagi negara sampai dengan perseorangan.,3200026 Wilayah|,-,0,Indeks,-
24110250,Jarak Terdekat ke Kawasan Hutan,K00745 Kawasan Hutan|,Jarak yang paling pendek dari tempat asal menuju ke wilayah yang ditunjuk dan ditetapkan oleh pemerintah sebagai hutan tetap.,32010026 Wilayah|,-,0,Jarak,kilometer
24110035,Jumlah Bambu Hasil Usaha Kehutanan,"K01779 Produksi|
K02271 Usaha Kehutanan|",Banyaknya bambu bulat yang dihasilkan dari kegiatan pembudidayaan tanaman bambu maupun pemungutan bambu di dalam kawasan hutan.,32010026 Wilayah|,-,0,Total,batang
24110252,Jumlah Cadangan Pangan Pemerintah,K00305 Cadangan Pangan Pemerintah|,"Banyaknya persediaan bahan pangan pokok yang dikuasai dan dikelola oleh pemerintah pusat, pemerintah daerah, dan masyarakat.",32010026 Wilayah|,-,0,Massa,ton
24110253,Jumlah Dokter Hewan,K02350 Dokter Hewan|,Banyaknya orang yang memiliki profesi dan kewenangan sebagai medik veteriner dalam melaksanakan pelayanan kesehatan hewan.,32010026 Wilayah|,-,0,Total,orang
24110254,Jumlah Kapal Penangkap Ikan,K02362 Kapal Penangkap Ikan|,"Banyaknya kapal yang digunakan untuk menangkap ikan, termasuk menampung, menyimpan, mendinginkan, dan/atau mengawetkan ikan, serta memiliki alat penangkapan ikan.","32010026 Wilayah|
24420010 Jenis Pelabuhan Perikanan|",-,0,Total,unit
24110040,Jumlah Karang/Koral Tangkaran,"K01779 Produksi|
K02282 Usaha Penangkaran Tumbuhan/Satwa Liar|",Banyaknya karang/koral yang dibiakkan dan dibesarkan untuk diambil hasilnya.,32010026 Wilayah|,-,0,Total,terumbu
24110255,Jumlah Kesatuan Pengelolaan Hutan yang Memiliki Rencana Pengelolaan Hutan Jangka Panjang,K00898 Kesatuan Pengelolaan Hutan (KPH)|,"Banyaknya wilayah pengelolaan hutan sesuai fungsi pokok dan peruntukannya, yang dikelola secara efektif, efisien dan lestari yang memiliki rencana pengelolaan hutan dalam jangka waktu sepuluh tahun.",32010026 Wilayah|,-,0,Total,unit
24110248,Jumlah Madu Hasil Pemungutan,"K01779 Produksi|
K02281 Usaha Pemungutan Hasil Hutan|",Banyaknya madu yang diperoleh dari kegiatan pemungutan di dalam kawasan hutan.,32010026 Wilayah|,-,0,Volume,liter
24110056,Jumlah Pelaku Usaha Kelautan dan Perikanan,"K01337 Pelaku Usaha|
K00824 Kelautan|
K01655 Perikanan|",Banyaknya perseorangan atau badan usaha yang melakukan usaha dan/atau kegiatan terkait pengelolaan sumber daya kelautan dan perikanan.,32010026 Wilayah|,-,0,Total,unit usaha
24110256,Jumlah Pelaku Usaha Sektor Kelautan dan Perikanan,K01337 Pelaku Usaha|,Banyaknya orang perseorangan atau badan usaha yang melakukan dan/atau mendukung kegiatan usaha pada sektor kelautan dan perikanan.,"32010026 Wilayah|
33220007 Jenis Kelamin|",-,0,Total,orang
24110257,Jumlah Pengadaan Komoditas Pangan,K00305 Cadangan Pangan Pemerintah|,Bobot keseluruhan hasil pembelian pangan pokok tertentu yang ditetapkan untuk cadangan pangan pemerintah atau pemerintah daerah.,32010026 Wilayah|,-,0,Massa,ton
24110064,Jumlah Pengelola Usaha Budi Daya Ikan,"K01515 Pengelola Usaha Pertanian|
K01405 Pembudidayaan Ikan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha budi daya ikan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110065,Jumlah Pengelola Usaha Hortikultura,"K01515 Pengelola Usaha Pertanian|
K02265 Usaha Hortikultura|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha hortikultura, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110068,Jumlah Pengelola Usaha Jasa Pertanian,"K01515 Pengelola Usaha Pertanian|
K02268 Usaha Jasa Pertanian|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha jasa pertanian, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120027 Jenis Subsektor Pertanian, Kehutanan, dan Perikanan|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110069,Jumlah Pengelola Usaha Kehutanan,"K01515 Pengelola Usaha Pertanian|
K02271 Usaha Kehutanan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha kehutanan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110072,Jumlah Pengelola Usaha Penangkapan Ikan,"K01515 Pengelola Usaha Pertanian|
K01439 Penangkapan Ikan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit penangkapan ikan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110073,Jumlah Pengelola Usaha Perikanan,"K01515 Pengelola Usaha Pertanian|
K02286 Usaha Perikanan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha perikanan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110076,Jumlah Pengelola Usaha Perkebunan,"K01515 Pengelola Usaha Pertanian|
K02287 Usaha Perkebunan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha perkebunan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110063,Jumlah Pengelola Usaha Pertanian,K01515 Pengelola Usaha Pertanian|,"Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada usaha pertanian tanaman pangan, pertanian tanaman hortikultura, perkebunan, dan peternakan.","32010026 Wilayah|
10120066 Umur/Usia|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110066,Jumlah Pengelola Usaha Pertanian Gurem,"K01515 Pengelola Usaha Pertanian|
K02289 Usaha Pertanian Gurem|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha pertanian, baik untuk subsektor tanaman pangan, hortikultura, perkebunan, maupun peternakan, dengan penguasaan lahan kurang dari 0,5 hektare.","32010026 Wilayah|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110067,Jumlah Pengelola Usaha Pertanian Pengguna Lahan Pertanian,"K01515 Pengelola Usaha Pertanian|
K01036 Lahan Pertanian/Agricultural Land|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha pertanian, baik untuk subsektor tanaman pangan, hortikultura, perkebunan, maupun peternakan, yang menguasai lahan pertanian, tidak termasuk lahan kegiatan budi daya di laut atau perairan umum.","32010026 Wilayah|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110082,Jumlah Pengelola Usaha Pertanian Tanaman Padi,K01515 Pengelola Usaha Pertanian|,"Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada usaha pertanian tanaman padi.","32010026 Wilayah|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110083,Jumlah Pengelola Usaha Pertanian Tanaman Palawija,K01515 Pengelola Usaha Pertanian|,"Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada usaha pertanian tanaman palawija.","32010026 Wilayah|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110084,Jumlah Pengelola Usaha Pertanian Tanaman Pangan,"K01515 Pengelola Usaha Pertanian|
K02295 Usaha Tanaman Pangan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha pertanian tanaman pangan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110079,Jumlah Pengelola Usaha Peternakan,"K01515 Pengelola Usaha Pertanian|
K02292 Usaha Peternakan|","Banyaknya orang yang memiliki tanggung jawab teknis, yuridis, dan ekonomis pada unit usaha  peternakan, baik secara langsung atau pun dengan pendelegasian pengelolaan kerja sehari-hari kepada seorang manajer.","32010026 Wilayah|
33220007 Jenis Kelamin|
24120031 Jenis Unit Usaha Pertanian, Kehutanan, dan Perikanan|",-,0,Total,orang
24110258,Jumlah Penyuluh,K01612 Penyuluh|,"Banyaknya orang perorangan yang melakukan proses pembelajaran bagi pelaku utama serta pelaku usaha agar mereka mau dan mampu menolong dan mengorganisasikan dirinya dalam mengakses informasi pasar, teknologi, permodalan, dan sumber daya lainnya, sebagai upaya untuk meningkatkan produktivitas, efisiensi usaha, pendapatan, dan kesejahteraannya, serta meningkatkan kesadaran dalam pelestarian fungsi lingkungan hidup.","32010026 Wilayah|
24120022 Jenis Penyuluh|",-,0,Total,orang
24110095,Jumlah Petani,K01744 Petani|,"Banyaknya perseorangan dan/atau keluarganya yang melakukan usaha pertanian tanaman pangan, tanaman hortikultura, atau tanaman perkebunan, dan/atau usaha peternakan.",32010026 Wilayah|,-,0,Total,orang
